이름,유형,리뷰 수,주소,영업 시간,포장 및 반려동물 동반 가능 여부,메뉴
아트메이저,"카페,디저트",848,서울 서초구 서초대로 114 J.H 빌딩,"[{'day': '월', 'hours': '08:30 - 21:50\n21:40 라스트오더'}, {'day': '화', 'hours': '08:30 - 21:50\n21:40 라스트오더'}, {'day': '수', 'hours': '08:30 - 21:50\n21:40 라스트오더'}, {'day': '목', 'hours': '08:30 - 21:50\n21:40 라스트오더'}, {'day': '금', 'hours': '08:30 - 21:50\n21:40 라스트오더'}, {'day': '토', 'hours': '09:00 - 21:50\n21:40 라스트오더'}, {'day': '일', 'hours': '09:00 - 21:50\n21:40 라스트오더'}]","{'포장 가능': True, '반려동물 동반 가능': False}","['밀크 아이스크림', '얼그레이 밀크 티 아이스크림', '믹스 아이스크림(밀크,밀크티)', '피기피기']"
커피빈 강남역세계빌딩점 (구)커피빈 강남역GT타워옆점,카페,999,서울 서초구 서초대로73길 12 세계빌딩,"[{'day': '월', 'hours': '07:00 - 23:00'}, {'day': '화', 'hours': '07:00 - 23:00'}, {'day': '수', 'hours': '07:00 - 23:00'}, {'day': '목', 'hours': '07:00 - 23:00'}, {'day': '금', 'hours': '07:00 - 23:00'}, {'day': '토', 'hours': '07:30 - 22:30'}, {'day': '일', 'hours': '07:30 - 21:00'}]","{'포장 가능': False, '반려동물 동반 가능': False}","['얼그레이 크림 초콜릿 라떼 (S)', '아이스 카푸치노', '바닐라 루이보스 티라떼', '바닐라 루이보스 티']"
퓨쳐마인드,"카페,디저트",231,서울 서초구 동광로49길 88 지하1층,"[{'day': '월', 'hours': '07:30 - 18:00\n17:30 라스트오더'}, {'day': '화', 'hours': '07:30 - 18:00\n17:30 라스트오더'}, {'day': '수', 'hours': '07:30 - 14:30\n14:00 라스트오더'}, {'day': '목', 'hours': '07:30 - 18:00\n17:30 라스트오더'}, {'day': '금', 'hours': '07:30 - 18:00\n17:30 라스트오더'}, {'day': '토', 'hours': '07:30 - 18:00\n17:30 라스트오더'}, {'day': '일', 'hours': '07:30 - 18:00\n17:30 라스트오더'}]","{'포장 가능': True, '반려동물 동반 가능': False}","['아메리카노(take away)', '에스프레소', '아메리카노', '카페라떼']"
투썸플레이스 서초역점,카페,999,서울 서초구 서초대로 254 오퓨런스,"[{'day': '월', 'hours': '07:00 - 22:00'}, {'day': '화', 'hours': '07:00 - 22:00'}, {'day': '수', 'hours': '07:00 - 22:00'}, {'day': '목', 'hours': '07:00 - 22:00'}, {'day': '금', 'hours': '07:00 - 22:00'}, {'day': '토', 'hours': '08:00 - 22:00'}, {'day': '일', 'hours': '08:00 - 22:00'}]","{'포장 가능': True, '반려동물 동반 가능': False}","['아이스 카페 아메리카노', '카페라떼(R)', '스페니쉬 연유라떼(R)']"
세컨브레스,"카페,디저트",234,서울 서초구 양재천로 95-2 1층,"[{'day': '매일', 'hours': '10:00 - 24:00\n23:30 라스트오더'}]","{'포장 가능': True, '반려동물 동반 가능': True}","['에스프레소', '아메리카노', '카페라떼', '바닐라라떼']"
단석가찰보리빵 서울교대점,베이커리,547,서울 서초구 서초대로46길 3 경중빌딩 101-1호,"[{'day': '월', 'hours': '08:00 - 20:30'}, {'day': '화', 'hours': '08:00 - 20:30'}, {'day': '수', 'hours': '08:00 - 20:30'}, {'day': '목', 'hours': '08:00 - 20:30'}, {'day': '금', 'hours': '08:00 - 20:30'}, {'day': '토', 'hours': '08:00 - 18:00'}, {'day': '일', 'hours': '09:00 - 17:00'}]","{'포장 가능': True, '반려동물 동반 가능': False}","['단석가 찰보리빵 30개입', '단석가 찰보리빵 20개입', '단석가 찰보리떡 10개입', '단석가 찰보리떡 4개입']"
오르빈,카페,487,서울 서초구 서초대로56길 18 1층,"[{'day': '월', 'hours': '11:30 - 20:00\n19:00 라스트오더'}, {'day': '화', 'hours': '11:30 - 20:00\n19:00 라스트오더'}, {'day': '수', 'hours': '11:30 - 20:00\n19:00 라스트오더'}, {'day': '목', 'hours': '11:30 - 20:00\n19:00 라스트오더'}, {'day': '금', 'hours': '11:30 - 20:00\n19:00 라스트오더'}, {'day': '토', 'hours': '11:30 - 20:00\n19:00 라스트오더'}, {'day': '일', 'hours': '11:30 - 20:00\n19:00 라스트오더'}]","{'포장 가능': True, '반려동물 동반 가능': False}","['플레인 베이글', '크림치즈 스프레드', '한우 불고기 샌드위치', '론자 무화과 샌드위치']"
고품격커피공장 본점,카페,751,서울 서초구 반포대로21길 17 선업빌딩 1층 고품격커피공장,"[{'day': '월', 'hours': '07:00 - 21:00'}, {'day': '화', 'hours': '07:00 - 21:00'}, {'day': '수', 'hours': '07:00 - 21:00'}, {'day': '목', 'hours': '07:00 - 21:00'}, {'day': '금', 'hours': '07:00 - 21:00'}, {'day': '토', 'hours': '09:00 - 20:00'}, {'day': '일', 'hours': '09:00 - 20:00'}]","{'포장 가능': True, '반려동물 동반 가능': True}","['오늘의 커피', '오늘의 라떼', '공장장커피', '바닐라봉봉']"
스윗띵스랩,"카페,디저트",367,서울 서초구 서초대로1길 19-5 1층 스윗띵스랩,"[{'day': '월', 'hours': '11:00 - 20:00\n19:45 라스트오더'}, {'day': '화', 'hours': '11:00 - 20:00\n19:45 라스트오더'}, {'day': '수', 'hours': '11:00 - 20:00\n19:45 라스트오더'}, {'day': '목', 'hours': '11:00 - 20:00\n19:45 라스트오더'}, {'day': '금', 'hours': '11:00 - 20:00\n19:45 라스트오더'}, {'day': '토', 'hours': '11:00 - 17:00\n16:45 라스트오더'}, {'day': '일', 'hours': '정기휴무 (매주 일요일)'}]","{'포장 가능': True, '반려동물 동반 가능': False}","['두바이초콜릿', '마카롱 12구 포장', '마카롱', '다쿠아즈']"
더레스트,"카페,디저트",999,"서울 서초구 헌릉로 164 5층(염곡동, 민예빌딩)","[{'day': '월', 'hours': '09:00 - 19:00'}, {'day': '화', 'hours': '09:00 - 19:00'}, {'day': '수', 'hours': '09:00 - 19:00'}, {'day': '목', 'hours': '09:00 - 19:00'}, {'day': '금', 'hours': '09:00 - 20:00'}, {'day': '토', 'hours': '09:00 - 20:00'}, {'day': '일', 'hours': '정기휴무 (매주 일요일)'}]","{'포장 가능': True, '반려동물 동반 가능': True}","['레스트그리너', '레스트크림라떼', '흑임자라떼', '에스프레소']"
티플랜트,"카페,디저트",627,서울 서초구 동광로39길 46 4층,"[{'day': '월', 'hours': '11:00 - 23:00\n22:30 라스트오더'}, {'day': '화', 'hours': '11:00 - 23:00\n22:30 라스트오더'}, {'day': '수', 'hours': '11:00 - 23:00\n22:30 라스트오더'}, {'day': '목', 'hours': '11:00 - 23:00\n22:30 라스트오더'}, {'day': '금', 'hours': '11:00 - 23:00\n22:30 라스트오더'}, {'day': '토', 'hours': '11:00 - 23:00\n22:30 라스트오더'}, {'day': '일', 'hours': '11:00 - 23:00\n22:30 라스트오더'}]","{'포장 가능': True, '반려동물 동반 가능': True}","['애프터눈 티세트 3단 (1인)', '레드애플크럼블', '오렌지라임얼그레이', '아이스아메리카노']"
인더 페이스트리,베이커리,350,서울 서초구 서초대로 357 104호,"[{'day': '월', 'hours': '정기휴무 (매주 월요일)'}, {'day': '화', 'hours': '09:00 - 20:00'}, {'day': '수', 'hours': '09:00 - 20:00'}, {'day': '목', 'hours': '09:00 - 20:00'}, {'day': '금', 'hours': '09:00 - 20:00'}, {'day': '토', 'hours': '09:00 - 20:00'}, {'day': '일', 'hours': '정기휴무 (매주 일요일)'}]","{'포장 가능': True, '반려동물 동반 가능': True}","['리본 크루아상', '레스큐어 크루아상', '크리스마스 초코슈톨렌', '뺑스위스']"
초록버터서울 양재,브런치카페,180,서울 서초구 바우뫼로 190 1층,"[{'day': '월', 'hours': '정기휴무 (매주 월요일)'}, {'day': '화(11/12)', 'hours': '10:00 - 18:00\n15:00 - 16:00 브레이크타임'}, {'day': '수', 'hours': '10:00 - 19:00\n15:00 - 16:00 브레이크타임\n18:30 라스트오더'}, {'day': '목', 'hours': '10:00 - 19:00\n15:00 - 16:00 브레이크타임\n18:30 라스트오더'}, {'day': '금', 'hours': '10:00 - 16:00\n15:30 라스트오더'}, {'day': '토', 'hours': '10:00 - 16:00\n15:30 라스트오더'}, {'day': '일', 'hours': '10:00 - 16:00\n15:30 라스트오더'}]","{'포장 가능': True, '반려동물 동반 가능': True}","['두부크림치즈 계절 샐러드', '가을 들기름 파스타']"
노아스로스팅 파스텔시티점,카페,999,서울 서초구 방배천로 11 1층 노아스로스팅 파스텔시티점,"[{'day': '월', 'hours': '09:00 - 22:30\n22:00 라스트오더'}, {'day': '화', 'hours': '09:00 - 22:30\n22:00 라스트오더'}, {'day': '수', 'hours': '09:00 - 22:30\n22:00 라스트오더'}, {'day': '목', 'hours': '09:00 - 22:30\n22:00 라스트오더'}, {'day': '금', 'hours': '09:00 - 22:30\n22:00 라스트오더'}, {'day': '토', 'hours': '09:00 - 22:00\n21:30 라스트오더'}, {'day': '일', 'hours': '09:00 - 22:00\n21:30 라스트오더'}]","{'포장 가능': True, '반려동물 동반 가능': False}","['차콜리노', '시나몬파이첼 / 초코파이첼', '소금빵', '아메리카노']"
재즈클럽 그루브,라이브카페,42,서울 서초구 신반포로47길 52 동구빌딩,"[{'day': '매일', 'hours': '00:00 - 24:00'}]","{'포장 가능': False, '반려동물 동반 가능': False}","['수입맥주 외', '국산맥주 외']"
스타벅스 서울아트센터점,카페,999,서울 서초구 남부순환로 2395 (서초동) 호경빌딩,"[{'day': '월(11/11)', 'hours': '07:00 - 21:00'}, {'day': '화(11/12)', 'hours': '07:00 - 21:00'}, {'day': '수(11/13)', 'hours': '07:00 - 21:00'}, {'day': '목(11/14)', 'hours': '07:00 - 21:00'}, {'day': '금(11/15)', 'hours': '07:00 - 21:00'}, {'day': '토(11/16)', 'hours': '07:30 - 21:00'}, {'day': '일(11/17)', 'hours': '08:00 - 21:00'}]","{'포장 가능': False, '반려동물 동반 가능': False}","['토피 넛 라떼', '스타벅스 딸기 라떼', '골든 캐모마일 릴렉서', '산타 베어리스타 케이크']"
커피빈 영동점,카페,999,서울 서초구 강남대로 503 청하빌딩,"[{'day': '월', 'hours': '07:00 - 23:00'}, {'day': '화', 'hours': '07:00 - 23:00'}, {'day': '수', 'hours': '07:00 - 23:00'}, {'day': '목', 'hours': '07:00 - 23:00'}, {'day': '금', 'hours': '07:00 - 23:00'}, {'day': '토', 'hours': '08:00 - 23:00'}, {'day': '일', 'hours': '09:00 - 22:00'}]","{'포장 가능': True, '반려동물 동반 가능': False}","['아이스 카푸치노', '바닐라 루이보스 티라떼', '바닐라 루이보스 티', '얼그레이 크림 초콜릿 라떼 (S)']"
단미,"카페,디저트",176,서울 서초구 방배천로16길 18 1층 110호 단미,"[{'day': '월', 'hours': '09:00 - 20:00'}, {'day': '화', 'hours': '09:00 - 20:00'}, {'day': '수', 'hours': '정기휴무 (매주 수요일)'}, {'day': '목', 'hours': '09:00 - 20:00'}, {'day': '금', 'hours': '09:00 - 20:00'}, {'day': '토', 'hours': '09:00 - 20:00'}, {'day': '일', 'hours': '09:00 - 20:00'}]","{'포장 가능': True, '반려동물 동반 가능': False}","['크렘브렐레 마카롱', '솔티카라멜 마카롱', '말차 마카롱', '딸기우유 마카롱']"
비엔나커피하우스 이수역점,카페,999,서울 서초구 동작대로 86 1층,"[{'day': '월', 'hours': '08:00 - 22:00'}, {'day': '화', 'hours': '08:00 - 22:00'}, {'day': '수', 'hours': '08:00 - 22:00'}, {'day': '목', 'hours': '08:00 - 22:00'}, {'day': '금', 'hours': '08:00 - 22:00'}, {'day': '토', 'hours': '10:00 - 22:00'}, {'day': '일', 'hours': '10:00 - 22:00'}]","{'포장 가능': True, '반려동물 동반 가능': False}","['아인슈패너(Hot)', '아인슈패너(Iced)', '레체레체 멜랑즈(Hot)', '레체레체 멜랑즈(Ice)']"
더 엘씨,"카페,디저트",626,서울 서초구 서초대로48길 20 1층,"[{'day': '월', 'hours': '08:00 - 21:00\n20:30 라스트오더'}, {'day': '화', 'hours': '08:00 - 21:00\n20:30 라스트오더'}, {'day': '수', 'hours': '08:00 - 21:00\n20:30 라스트오더'}, {'day': '목', 'hours': '08:00 - 21:00\n20:30 라스트오더'}, {'day': '금', 'hours': '08:00 - 21:00\n20:30 라스트오더'}, {'day': '토', 'hours': '08:00 - 21:00\n20:30 라스트오더'}, {'day': '일', 'hours': '08:00 - 22:30\n22:00 라스트오더'}]","{'포장 가능': True, '반려동물 동반 가능': False}","['티라미수아몬드', '크림블랙', '크림라떼', '딸기바나나주스']"
누아주베이커리 방배본점,베이커리,999,서울 서초구 서초대로23길 112 1층 누아주베이커리,"[{'day': '월', 'hours': '08:00 - 21:00\n20:30 라스트오더'}, {'day': '화', 'hours': '08:00 - 21:00\n20:30 라스트오더'}, {'day': '수', 'hours': '08:00 - 21:00\n20:30 라스트오더'}, {'day': '목', 'hours': '08:00 - 21:00\n20:30 라스트오더'}, {'day': '금', 'hours': '08:00 - 21:00\n20:30 라스트오더'}, {'day': '토', 'hours': '08:00 - 21:00\n20:30 라스트오더'}, {'day': '일', 'hours': '정기휴무 (매주 일요일)'}]","{'포장 가능': True, '반려동물 동반 가능': False}","['소금빵', '흑임자 휘낭시에', '소보로 소금빵', '치즈 소금빵']"
메종고댕,베이커리,250,서울 서초구 방배로34길 4 정다원빌딩 1층,"[{'day': '월', 'hours': '08:00 - 19:00'}, {'day': '화', 'hours': '08:00 - 19:00'}, {'day': '수', 'hours': '08:00 - 19:00'}, {'day': '목', 'hours': '08:00 - 19:00'}, {'day': '금', 'hours': '08:00 - 19:00'}, {'day': '토', 'hours': '08:00 - 19:00'}, {'day': '일', 'hours': '10:00 - 19:00'}]","{'포장 가능': True, '반려동물 동반 가능': False}","['바게트', '크루아상']"
카페 어느새봄,"카페,디저트",257,서울 서초구 강남대로2길 70 1층 카페 어느새봄,"[{'day': '월', 'hours': '12:00 - 19:00\n18:50 라스트오더'}, {'day': '화', 'hours': '12:00 - 19:00\n18:50 라스트오더'}, {'day': '수', 'hours': '12:00 - 19:00\n18:50 라스트오더'}, {'day': '목', 'hours': '12:00 - 19:00\n18:50 라스트오더'}, {'day': '금', 'hours': '12:00 - 19:00\n18:50 라스트오더'}, {'day': '토', 'hours': '12:00 - 19:00\n18:50 라스트오더'}, {'day': '일', 'hours': '12:00 - 19:00\n18:50 라스트오더'}]","{'포장 가능': True, '반려동물 동반 가능': True}","['후르츠산도', '옛날와플', '제주말차 크림커피', '썸머트로피칼에이드']"
리블리케이크,케이크전문,117,서울 서초구 언남길 47 1층 리블리케이크,"[{'day': '매일', 'hours': '11:00 - 20:00'}]","{'포장 가능': False, '반려동물 동반 가능': False}",['1호']
투썸플레이스 포이DI점,카페,999,서울 서초구 마방로10길 2,"[{'day': '월', 'hours': '07:00 - 22:00'}, {'day': '화', 'hours': '07:00 - 22:00'}, {'day': '수', 'hours': '07:00 - 22:00'}, {'day': '목', 'hours': '07:00 - 22:00'}, {'day': '금', 'hours': '07:00 - 22:00'}, {'day': '토', 'hours': '08:00 - 22:00'}, {'day': '일', 'hours': '08:00 - 22:00'}]","{'포장 가능': False, '반려동물 동반 가능': False}","['아메리카노', '라떼', '바닐라라떼']"
누볼라 양재,아이스크림,100,서울 서초구 양재천로 117-8 2층,"[{'day': '월', 'hours': '정기휴무 (매주 월요일)'}, {'day': '화', 'hours': '12:00 - 24:00'}, {'day': '수', 'hours': '12:00 - 24:00'}, {'day': '목', 'hours': '12:00 - 24:00'}, {'day': '금', 'hours': '12:00 - 24:00'}, {'day': '토', 'hours': '12:00 - 24:00'}, {'day': '일', 'hours': '12:00 - 24:00'}]","{'포장 가능': True, '반려동물 동반 가능': True}","['젤라또 컵 (2가지 맛)', 'Small 포장']"
펄시커피 양재,카페,333,서울 서초구 양재천로 117-14 1층,"[{'day': '월', 'hours': '11:00 - 20:00\n19:30 라스트오더'}, {'day': '화', 'hours': '11:00 - 20:00\n19:30 라스트오더'}, {'day': '수', 'hours': '11:00 - 20:00\n19:30 라스트오더'}, {'day': '목', 'hours': '11:00 - 20:00\n19:30 라스트오더'}, {'day': '금', 'hours': '11:00 - 21:00\n20:30 라스트오더'}, {'day': '토', 'hours': '11:00 - 21:00\n20:30 라스트오더'}, {'day': '일', 'hours': '11:00 - 21:00\n20:30 라스트오더'}]","{'포장 가능': True, '반려동물 동반 가능': True}","['SIGNATURE BROWN', 'STELLA:B LATTE', 'AMERICANO', 'RASPBERRY LEMON FIZZ']"
블랑제리 르팡,베이커리,379,"서울 서초구 방배천로18길 26 1, 2층","[{'day': '매일', 'hours': '07:30 - 22:00'}]","{'포장 가능': True, '반려동물 동반 가능': False}","['공주알밤식빵', '먹물치즈식빵', '호두양파크림베이글', '쑥떡쑥떡빵']"
노빅딜 하우스,"카페,디저트",133,서울 서초구 양재천로 125 1층,"[{'day': '매일', 'hours': '09:00 - 22:00\n21:30 라스트오더'}]","{'포장 가능': True, '반려동물 동반 가능': True}","['NBD 라떼', '아메리카노', '라떼', '바닐라 라떼']"
아티제 잠원파스텔점,카페,860,서울 서초구 신반포로33길 27 파스텔프라자,"[{'day': '매일', 'hours': '07:30 - 22:00'}]","{'포장 가능': False, '반려동물 동반 가능': False}","['카페 아메리카노', '카페라떼', '스패니쉬라떼', '플랫화이트']"
코르누코피아 서초본점,"카페,디저트",397,서울 서초구 강남대로43길 6 1층 코르누코피아,"[{'day': '월', 'hours': '08:00 - 23:00'}, {'day': '화', 'hours': '08:00 - 23:00'}, {'day': '수', 'hours': '08:00 - 23:00'}, {'day': '목', 'hours': '08:00 - 23:00'}, {'day': '금', 'hours': '08:00 - 23:00'}, {'day': '토', 'hours': '10:00 - 22:00'}, {'day': '일', 'hours': '10:00 - 18:00'}]","{'포장 가능': True, '반려동물 동반 가능': False}","['애프터눈 티세트(2인)', '아메리카노', '수제 로얄 밀크티', '기문_Black Tea']"
히어커피 로스터스 양재본점,"카페,디저트",588,서울 서초구 강남대로10길 6 1층 101호,"[{'day': '월', 'hours': '08:00 - 20:00\n19:30 라스트오더'}, {'day': '화', 'hours': '08:00 - 20:00\n19:30 라스트오더'}, {'day': '수', 'hours': '08:00 - 20:00\n19:30 라스트오더'}, {'day': '목', 'hours': '08:00 - 20:00\n19:30 라스트오더'}, {'day': '금', 'hours': '08:00 - 20:00\n19:30 라스트오더'}, {'day': '토', 'hours': '11:00 - 19:00\n18:30 라스트오더'}, {'day': '일', 'hours': '11:00 - 19:00\n18:30 라스트오더'}]","{'포장 가능': True, '반려동물 동반 가능': True}","['히어 라떼', '카페 라떼', '아메리카노', '펌킨라떼(100%디카페인)']"
카페더비 신사본점,카페,116,서울 서초구 강남대로95길 12 에버빌딩 1층,"[{'day': '월', 'hours': '09:00 - 20:00\n19:50 라스트오더'}, {'day': '화', 'hours': '09:00 - 20:00\n19:50 라스트오더'}, {'day': '수', 'hours': '09:00 - 20:00\n19:50 라스트오더'}, {'day': '목', 'hours': '09:00 - 20:00\n19:50 라스트오더'}, {'day': '금', 'hours': '09:00 - 20:00\n19:50 라스트오더'}, {'day': '토', 'hours': '10:00 - 19:00\n18:50 라스트오더'}, {'day': '일', 'hours': '10:00 - 19:00\n18:50 라스트오더'}]","{'포장 가능': True, '반려동물 동반 가능': False}","['라떼아인슈페너', '아인슈페너', '카페라떼', '블루베리 요거트스무디']"
투썸플레이스 교대역점,카페,999,서울 서초구 서초대로 304 강한미크리닉빌딩 1층,"[{'day': '월', 'hours': '07:30 - 23:00'}, {'day': '화', 'hours': '07:30 - 23:00'}, {'day': '수', 'hours': '07:30 - 23:00'}, {'day': '목', 'hours': '07:30 - 23:00'}, {'day': '금', 'hours': '07:30 - 23:00'}, {'day': '토', 'hours': '07:30 - 23:00'}, {'day': '일', 'hours': '08:30 - 22:00'}]","{'포장 가능': True, '반려동물 동반 가능': False}","['카페 아메리카노', '카페 라떼', '카페 모카', '카라멜 마키아또']"
마망갸또 신세계백화점 강남점,"카페,디저트",8,서울 서초구 신반포로 176 신세계백화점 강남점 지하1층 스위트파크,"[{'day': '월', 'hours': '10:30 - 20:00'}, {'day': '화', 'hours': '10:30 - 20:00'}, {'day': '수', 'hours': '10:30 - 20:00'}, {'day': '목', 'hours': '10:30 - 20:00'}, {'day': '금', 'hours': '10:30 - 20:30'}, {'day': '토', 'hours': '10:30 - 20:30'}, {'day': '일', 'hours': '10:30 - 20:30'}]","{'포장 가능': False, '반려동물 동반 가능': False}","['생양갱 8종 선물세트', '고메카라멜 10종 선물세트', '디저트카라멜 10종 선물세트']"
비엔나커피하우스 방배점,카페,596,서울 서초구 방배로 126 석하빌딩,"[{'day': '월', 'hours': '08:30 - 22:00'}, {'day': '화', 'hours': '08:30 - 22:00'}, {'day': '수', 'hours': '08:30 - 22:00'}, {'day': '목', 'hours': '08:30 - 22:00'}, {'day': '금', 'hours': '08:30 - 22:00'}, {'day': '토', 'hours': '11:00 - 21:00'}, {'day': '일', 'hours': '11:00 - 21:00'}]","{'포장 가능': True, '반려동물 동반 가능': False}",['아인슈패너']
아우어베이커리 방배점,베이커리,302,"서울 서초구 효령로31길 31 106호, 107호","[{'day': '월', 'hours': '09:00 - 22:00'}, {'day': '화', 'hours': '09:00 - 22:00'}, {'day': '수', 'hours': '09:00 - 22:00'}, {'day': '목', 'hours': '09:00 - 22:00'}, {'day': '금', 'hours': '09:00 - 22:00'}, {'day': '토', 'hours': '09:00 - 21:00'}, {'day': '일', 'hours': '09:00 - 21:00'}]","{'포장 가능': True, '반려동물 동반 가능': False}","['더티초코', '더티초코 레드', '아몬드 크림 레이어드', '햄치즈 샌드위치']"
꾸움베이크샵,케이크전문,45,서울 서초구 방배천로2안길 55 1층,"[{'day': '월', 'hours': '11:00 - 19:00'}, {'day': '화', 'hours': '11:00 - 19:00'}, {'day': '수', 'hours': '11:00 - 19:00'}, {'day': '목', 'hours': '11:00 - 19:00'}, {'day': '금', 'hours': '11:00 - 19:00'}, {'day': '토', 'hours': '11:00 - 19:00'}, {'day': '일', 'hours': '정기휴무 (매주 일요일)'}]","{'포장 가능': True, '반려동물 동반 가능': False}","['도시락 케이크', '미니 케이크', '1호 케이크', '2호 케이크']"
스타벅스 센트럴시티점,카페,999,서울 서초구 신반포로 176 (반포동),"[{'day': '월(11/11)', 'hours': '07:00 - 22:00'}, {'day': '화(11/12)', 'hours': '07:00 - 22:00'}, {'day': '수(11/13)', 'hours': '07:00 - 22:00'}, {'day': '목(11/14)', 'hours': '07:00 - 22:00'}, {'day': '금(11/15)', 'hours': '07:00 - 22:00'}, {'day': '토(11/16)', 'hours': '07:00 - 22:00'}, {'day': '일(11/17)', 'hours': '07:00 - 22:00'}]","{'포장 가능': False, '반려동물 동반 가능': False}","['토피 넛 라떼', '스타벅스 딸기 라떼', '골든 캐모마일 릴렉서', '산타 베어리스타 케이크']"
금옥당 서초점,"카페,디저트",267,서울 서초구 반포대로7길 13 1층 금옥당,"[{'day': '매일', 'hours': '정보 없음'}]","{'포장 가능': True, '반려동물 동반 가능': False}","['금옥 단팥죽', '금옥 단호박죽', '금옥 팥죽', '서울빙수']"
폴 바셋 강남삼성타운점,카페,999,서울 서초구 서초대로78길 22 홍우제2빌딩 1층,"[{'day': '월', 'hours': '07:00 - 22:00'}, {'day': '화', 'hours': '07:00 - 22:00'}, {'day': '수', 'hours': '07:00 - 22:00'}, {'day': '목', 'hours': '07:00 - 22:00'}, {'day': '금', 'hours': '07:00 - 22:00'}, {'day': '토', 'hours': '09:00 - 21:00'}, {'day': '일', 'hours': '09:00 - 21:00'}]","{'포장 가능': False, '반려동물 동반 가능': False}",['룽고']
카페온로스터리 양재점,"카페,디저트",31,서울 서초구 양재천로11길 18 1층,"[{'day': '월', 'hours': '08:00 - 20:00\n19:30 라스트오더'}, {'day': '화', 'hours': '08:00 - 20:00\n19:30 라스트오더'}, {'day': '수', 'hours': '08:00 - 20:00\n19:30 라스트오더'}, {'day': '목', 'hours': '08:00 - 20:00\n19:30 라스트오더'}, {'day': '금', 'hours': '08:00 - 20:00\n19:30 라스트오더'}, {'day': '토', 'hours': '10:00 - 20:00\n19:30 라스트오더'}, {'day': '일', 'hours': '10:00 - 20:00\n19:30 라스트오더'}]","{'포장 가능': True, '반려동물 동반 가능': False}","['아메리카노', '카페 라떼', '바닐라빈 라떼', '쌀 라떼']"
파리바게뜨 강남서초점,베이커리,999,서울 서초구 강남대로 331,"[{'day': '매일', 'hours': '07:00 - 23:00'}]","{'포장 가능': False, '반려동물 동반 가능': False}","['케익꽈배기도넛', '한입에 두번 반한 단팥크림빵', '슈크림빵', '딸기크레이프 케이크(조각)']"
콘띠오 ConTio,"카페,디저트",234,서울 서초구 신반포로45길 38 1층 카페 콘띠오 ConTio,"[{'day': '월', 'hours': '09:00 - 21:00'}, {'day': '화', 'hours': '09:00 - 21:00'}, {'day': '수', 'hours': '09:00 - 21:00'}, {'day': '목', 'hours': '09:00 - 21:00'}, {'day': '금', 'hours': '09:00 - 21:00'}, {'day': '토', 'hours': '09:00 - 21:00'}, {'day': '일', 'hours': '09:00 - 21:00'}]","{'포장 가능': True, '반려동물 동반 가능': False}","['만차다', '콘레체']"
우리집젤라또,아이스크림,231,서울 서초구 동광로 25 예옥빌,"[{'day': '월', 'hours': '정기휴무 (매주 월요일)'}, {'day': '화', 'hours': '정기휴무 (매주 화요일)'}, {'day': '수', 'hours': '정기휴무 (매주 수요일)'}, {'day': '목', 'hours': '정기휴무 (매주 목요일)'}, {'day': '금', 'hours': '정기휴무 (매주 금요일)'}, {'day': '토', 'hours': '15:00 - 21:00\n20:50 라스트오더'}, {'day': '일', 'hours': '15:00 - 21:00\n20:50 라스트오더'}]","{'포장 가능': True, '반려동물 동반 가능': False}",['젤라또 한컵']
리프레셔스,"카페,디저트",672,서울 서초구 청두곶6길 8 1층 리프레셔스,"[{'day': '월', 'hours': '정기휴무 (매주 월요일)'}, {'day': '화', 'hours': '10:00 - 21:00\n20:45 라스트오더'}, {'day': '수', 'hours': '10:00 - 21:00\n20:45 라스트오더'}, {'day': '목', 'hours': '10:00 - 21:00\n20:45 라스트오더'}, {'day': '금', 'hours': '10:00 - 21:00\n20:45 라스트오더'}, {'day': '토', 'hours': '10:00 - 21:00\n20:45 라스트오더'}, {'day': '일', 'hours': '10:00 - 21:00\n20:45 라스트오더'}]","{'포장 가능': True, '반려동물 동반 가능': False}","['americano', 'long black', 'cafe Latte', 'Vanilla latte']"
펄시커피 양재,카페,333,서울 서초구 양재천로 117-14 1층,"[{'day': '월', 'hours': '11:00 - 20:00\n19:30 라스트오더'}, {'day': '화', 'hours': '11:00 - 20:00\n19:30 라스트오더'}, {'day': '수', 'hours': '11:00 - 20:00\n19:30 라스트오더'}, {'day': '목', 'hours': '11:00 - 20:00\n19:30 라스트오더'}, {'day': '금', 'hours': '11:00 - 21:00\n20:30 라스트오더'}, {'day': '토', 'hours': '11:00 - 21:00\n20:30 라스트오더'}, {'day': '일', 'hours': '11:00 - 21:00\n20:30 라스트오더'}]","{'포장 가능': True, '반려동물 동반 가능': True}","['SIGNATURE BROWN', 'STELLA:B LATTE', 'AMERICANO', 'RASPBERRY LEMON FIZZ']"
블랑제리 르팡,베이커리,379,"서울 서초구 방배천로18길 26 1, 2층","[{'day': '매일', 'hours': '07:30 - 22:00'}]","{'포장 가능': True, '반려동물 동반 가능': False}","['공주알밤식빵', '먹물치즈식빵', '호두양파크림베이글', '쑥떡쑥떡빵']"
노빅딜 하우스,"카페,디저트",133,서울 서초구 양재천로 125 1층,"[{'day': '매일', 'hours': '09:00 - 22:00\n21:30 라스트오더'}]","{'포장 가능': True, '반려동물 동반 가능': True}","['NBD 라떼', '아메리카노', '라떼', '바닐라 라떼']"
